Wall time,Step,Value
1710252947.1213527,0,10.290976524353027
1710252947.1353354,1,7.675937175750732
1710252947.1483371,2,15.110435485839844
1710252947.1633399,3,12.807244300842285
1710252947.1838675,4,11.510018348693848
1710252947.2008948,5,7.736239433288574
1710252947.2153993,6,13.2510986328125
1710252947.232397,7,5.675623416900635
1710252947.2463956,8,7.73667049407959
1710252947.2624302,9,12.955513000488281
1710252947.280398,10,7.614755153656006
1710252947.2953968,11,13.149279594421387
1710252947.31091,12,6.806964874267578
1710252947.3279283,13,16.079540252685547
1710252947.3444417,14,7.754571914672852
1710252947.361446,15,6.5871076583862305
1710252947.3814478,16,8.157388687133789
1710252947.3994508,17,10.174491882324219
1710252947.4219792,18,10.497535705566406
1710252947.438496,19,12.06697940826416
1710252947.4550133,20,12.212189674377441
1710252947.4800174,21,10.606270790100098
1710252947.5435379,22,4.2327399253845215
1710252947.5660667,23,10.532544136047363
1710252947.585086,24,11.871161460876465
1710252947.6010764,25,11.383132934570312
1710252947.6206203,26,15.851487159729004
1710252947.6466186,27,12.85576057434082
1710252947.671618,28,18.6776123046875
1710252948.2738297,29,13.457404136657715
1710252948.5569594,30,7.551420211791992
1710252948.7090225,31,30.636938095092773
1710252949.004601,32,22.12061309814453
1710252949.0901186,33,15.22625732421875
1710252949.3066843,34,13.875499725341797
1710252949.6728487,35,51.203277587890625
1710252949.9209309,36,67.43138122558594
1710252950.0894518,37,68.06683349609375
1710252950.3520443,38,44.35688781738281
1710252950.534058,39,58.773841857910156
1710252950.7896342,40,47.54454040527344
1710252950.9351885,41,53.23850631713867
1710252951.1337507,42,50.06161880493164
1710252951.5814161,43,58.1362419128418
1710252952.0425541,44,57.45801544189453
1710252952.1517763,45,62.8853874206543
1710252952.879425,46,62.1912956237793
1710252953.8009517,47,61.15629577636719
1710252954.5438344,48,64.8253402709961
1710252956.1922328,49,71.64500427246094
1710252957.4186015,50,69.15791320800781
1710252958.703203,51,70.19164276123047
1710252959.9446998,52,71.47576904296875
1710252961.4764485,53,65.44938659667969
1710252962.147116,54,71.51551055908203
1710252963.3991024,55,67.8463134765625
1710252963.692211,56,71.50081634521484
1710252963.9405458,57,70.45915985107422
1710252965.274501,58,69.62609100341797
1710252966.8045921,59,67.10136413574219
1710252967.9540029,60,69.67066955566406
1710252969.2474108,61,68.18058013916016
1710252969.4649932,62,71.08403778076172
1710252970.017628,63,71.25961303710938
1710252971.3260562,64,64.64659881591797
1710252972.88256,65,72.07466125488281
1710252973.3442514,66,69.0857925415039
1710252974.6248043,67,69.40145111083984
1710252975.2385018,68,68.73467254638672
1710252976.6729228,69,68.84173583984375
1710252978.199413,70,66.34896850585938
1710252979.4763653,71,69.87638854980469
1710252980.7396147,72,68.02690124511719
1710252980.936172,73,70.00479888916016
1710252982.2257113,74,64.36843872070312
1710252983.7882738,75,69.10433197021484
1710252985.0504217,76,68.63497161865234
1710252986.2947998,77,70.46036529541016
1710252986.9648075,78,70.10458374023438
1710252988.2614186,79,67.46216583251953
1710252989.6259158,80,68.05567169189453
1710252989.820946,81,66.42152404785156
1710252990.8650067,82,66.97147369384766
1710252991.5020783,83,70.35443878173828
1710252992.7957683,84,68.94708251953125
1710252994.3175347,85,67.75057983398438
1710252994.927261,86,70.79833984375
1710252995.1383414,87,69.55030059814453
1710252996.4270751,88,72.07576751708984
1710252997.6860075,89,68.46395111083984
1710252999.1564887,90,67.53459167480469
1710253000.5676732,91,68.21695709228516
1710253001.861412,92,72.24214172363281
1710253002.5971045,93,72.67472076416016
1710253003.224734,94,65.30752563476562
1710253004.8296282,95,70.38968658447266
1710253006.092021,96,69.69857788085938
1710253006.3052456,97,67.83682250976562
1710253007.5582676,98,70.65380096435547
1710253008.3274515,99,70.40348052978516
1710253009.918769,100,65.3288803100586
1710253010.623688,101,67.90678405761719
1710253011.9311094,102,69.11565399169922
1710253012.1976652,103,71.30084228515625
1710253013.4538927,104,71.86981201171875
1710253015.0857165,105,67.3627700805664
1710253015.923003,106,69.69735717773438
1710253016.3696053,107,69.7737808227539
1710253017.637032,108,68.68949890136719
1710253018.8835354,109,69.1377944946289
1710253020.269808,110,68.42414093017578
1710253021.7922723,111,70.2234115600586
1710253023.0607321,112,69.62736511230469
1710253023.8883002,113,69.69169616699219
1710253025.426559,114,69.07539367675781
1710253026.0618117,115,68.529541015625
1710253027.321935,116,68.99467468261719
1710253028.0967143,117,70.0432357788086
1710253029.3746207,118,70.02344512939453
1710253031.09347,119,67.32148742675781
1710253031.1959243,120,70.5987548828125
1710253032.3638632,121,66.34098052978516
1710253032.9280798,122,69.3670883178711
1710253034.3159943,123,66.42740631103516
1710253035.5263665,124,68.66606140136719
1710253036.7811153,125,71.37643432617188
1710253037.2248476,126,70.19612121582031
1710253038.582945,127,67.68067169189453
1710253039.9824123,128,69.61188507080078
1710253041.5743887,129,70.23775482177734
1710253043.0351822,130,67.2029037475586
1710253044.7907963,131,70.27764129638672
1710253046.5422037,132,70.85365295410156
1710253047.8513303,133,69.99949645996094
1710253049.1291177,134,69.26969909667969
1710253050.6144588,135,72.51187896728516
1710253051.185267,136,65.5396957397461
1710253052.8513324,137,66.21964263916016
1710253053.4677887,138,68.71893310546875
1710253054.2423997,139,73.1422119140625
1710253054.3895178,140,70.3709487915039
1710253054.9808016,141,69.12889099121094
1710253057.4359775,142,72.03401184082031
1710253057.950704,143,71.65380096435547
1710253059.3094916,144,68.78508758544922
1710253060.6606255,145,68.86116027832031
1710253062.13452,146,68.27710723876953
1710253063.541445,147,65.78604888916016
1710253064.8669477,148,69.41493225097656
1710253066.101771,149,70.29631042480469
1710253067.749887,150,66.56184387207031
1710253069.0483031,151,69.75090789794922
1710253070.0089023,152,67.9850082397461
1710253071.3167648,153,69.34918212890625
1710253072.28812,154,67.1509017944336
1710253073.7819805,155,71.11405181884766
1710253075.057397,156,69.36383819580078
1710253076.450432,157,68.0391616821289
1710253078.3102462,158,68.5113525390625
1710253079.5840406,159,71.79505157470703
1710253080.8622684,160,67.23802947998047
1710253081.7850409,161,69.18263244628906
1710253083.2094853,162,70.15799713134766
1710253084.6671817,163,67.06182861328125
1710253085.956522,164,69.95413208007812
1710253087.2051408,165,68.73162841796875
1710253089.0468924,166,67.34080505371094
1710253089.215954,167,67.26451110839844
1710253089.6725693,168,68.18135070800781
1710253090.9436886,169,69.50982666015625
1710253092.1910863,170,69.4572525024414
1710253092.9221113,171,70.8746109008789
1710253094.4626405,172,68.24971771240234
1710253094.6732686,173,71.92877197265625
1710253095.9575498,174,71.48979949951172
1710253097.2156253,175,66.4869384765625
1710253098.521589,176,66.42524719238281
1710253100.2635207,177,72.60079193115234
1710253101.5476632,178,66.56018829345703
1710253102.8212385,179,67.6361083984375
1710253104.274856,180,66.11046600341797
1710253105.675794,181,67.1469955444336
1710253105.9258668,182,68.9314956665039
1710253106.4677522,183,69.42919921875
1710253107.4621723,184,68.97611236572266
1710253108.7203844,185,66.75520324707031
1710253110.5892208,186,67.81990051269531
1710253111.8517404,187,68.14984130859375
1710253113.0921957,188,65.55876159667969
1710253114.4112287,189,69.65863800048828
1710253115.4153674,190,69.23136901855469
1710253115.9765656,191,68.237548828125
1710253118.0780096,192,66.72626495361328
1710253119.8517463,193,66.87678527832031
1710253123.996902,194,69.22018432617188
1710253125.6912725,195,67.17340087890625
1710253126.13567,196,66.94922637939453
1710253127.1325946,197,65.20476531982422
1710253128.7312334,198,67.39413452148438
1710253130.30422,199,67.55821228027344
1710253130.7880132,200,71.6032943725586
1710253132.6885183,201,70.33454132080078
1710253133.2919633,202,67.3586196899414
1710253134.6798139,203,68.0468978881836
1710253135.520189,204,69.48238372802734
1710253136.3118243,205,68.85861206054688
1710253137.4986017,206,63.1519889831543
1710253138.9083664,207,70.11991119384766
1710253140.5031893,208,70.08885192871094
1710253142.11373,209,69.05807495117188
1710253143.0416288,210,69.76750183105469
1710253144.7590547,211,70.83058166503906
1710253146.7440557,212,69.02357482910156
1710253148.8681438,213,67.0201416015625
1710253150.849204,214,65.69452667236328
1710253152.547603,215,68.25727844238281
1710253153.9031703,216,68.86962890625
1710253155.207549,217,69.24434661865234
1710253156.5691776,218,69.85863494873047
1710253157.8965678,219,69.66999816894531
1710253159.1203182,220,70.7344741821289
1710253160.8986895,221,67.90071868896484
1710253162.3760035,222,67.0199966430664
1710253163.7147903,223,68.26710510253906
1710253165.04239,224,71.53077697753906
1710253166.3724737,225,69.93352508544922
1710253167.6472535,226,72.33219909667969
1710253168.6227021,227,66.50779724121094
1710253168.945051,228,67.01160430908203
1710253170.3743045,229,68.02947998046875
1710253172.3864539,230,66.32274627685547
1710253173.8841643,231,69.55320739746094
1710253175.1780133,232,68.43407440185547
1710253175.8940501,233,66.7393798828125
