Wall time,Step,Value
1710146310.0026288,0,-0.654295027256012
1710146379.8079205,1,16.516813278198242
1710146409.589331,2,24.613927841186523
1710146437.9782374,3,22.904376983642578
1710146465.9102187,4,19.11326789855957
1710146495.1324403,5,22.187450408935547
1710146525.9722862,6,20.890052795410156
1710146564.6356933,7,20.567766189575195
1710146602.7155235,8,20.573333740234375
1710146637.0574167,9,21.304401397705078
1710146669.4985952,10,20.480228424072266
1710146712.7045574,11,18.923845291137695
1710146760.2763224,12,20.105751037597656
1710146802.0483897,13,21.521650314331055
1710146843.6277003,14,22.38414192199707
1710146884.9848092,15,22.096860885620117
1710146926.5334835,16,20.72081756591797
1710146966.0118916,17,18.038015365600586
1710147016.8194041,18,22.8075008392334
1710147059.2557771,19,20.057466506958008
1710147104.8308144,20,21.958627700805664
1710147142.662171,21,20.701194763183594
1710147180.833628,22,23.50882911682129
1710147218.4633105,23,23.139556884765625
1710147255.6472535,24,24.83926773071289
1710147293.3731985,25,19.735000610351562
1710147330.5650094,26,20.491880416870117
1710147367.9586508,27,22.332704544067383
1710147405.835541,28,20.682207107543945
1710147443.6089683,29,22.330455780029297
1710147481.030413,30,20.785194396972656
1710147519.7877955,31,24.01601791381836
1710147557.8904722,32,20.866491317749023
1710147595.9022162,33,19.983898162841797
1710147633.253788,34,19.720815658569336
1710147671.2759686,35,21.162826538085938
1710147709.3470728,36,21.32036781311035
1710147746.8669095,37,20.45838165283203
1710147783.8408659,38,21.572282791137695
1710147821.3252099,39,22.923635482788086
1710147858.550207,40,22.619098663330078
1710147895.5560756,41,20.89952850341797
1710147933.0413423,42,21.793254852294922
1710147969.8582423,43,21.895584106445312
1710148006.5133548,44,22.80036163330078
1710148043.8182015,45,22.50343132019043
1710148078.2341292,46,20.976953506469727
1710148113.4432914,47,23.9381046295166
1710148149.1148489,48,22.255102157592773
1710148183.540308,49,21.42118263244629
1710148220.4880326,50,20.196374893188477
1710148260.2538078,51,19.953208923339844
1710148295.9768035,52,22.1033878326416
1710148330.3198278,53,22.817556381225586
1710148365.424322,54,21.244033813476562
1710148399.406767,55,22.65606117248535
1710148434.1573749,56,20.275415420532227
1710148468.4314947,57,21.72942352294922
1710148500.4657695,58,22.015493392944336
1710148532.5083368,59,21.32770347595215
1710148563.712324,60,23.469566345214844
1710148595.547636,61,21.686498641967773
1710148637.2169244,62,22.541122436523438
1710148676.328647,63,21.341205596923828
1710148715.9705644,64,21.330785751342773
1710148754.1240013,65,22.716480255126953
1710148793.9038641,66,21.082149505615234
1710148831.2811594,67,21.705480575561523
1710148875.724636,68,20.677885055541992
